lead_text	photo_url	title	url	wikipedia_link
"Jean René Bazaine (21 December 1904 – 4 March 2001) was a French painter, designer of stained glass windows and writer. He was the great great grandson of the English Court portraitist Sir George Hayter."	http://commons.wikimedia.org/wiki/Special:FilePath/Jean_Bazaine_(1995).png?width=300	Jean René Bazaine	https://dbpedia.org/page/Jean_Ren%C3%A9_Bazaine	http://en.wikipedia.org/wiki/Jean_René_Bazaine?oldid=1075411379&ns=0
"Giampietrino, probably Giovanni Pietro Rizzoli (active 1495–1549), was a north Italian painter of the Lombard school and Leonardo's circle, succinctly characterized by S. J. Freedberg as an ""exploiter of Leonardo's repertory."""	http://commons.wikimedia.org/wiki/Special:FilePath/Christ_Carrying_the_Cross_-_Giovan_Pietro_Rizzoli_detto_il_Giampietrino_-_Google_Cultural_Institute.jpg?width=300	Giampietrino	https://dbpedia.org/page/Giampietrino	http://en.wikipedia.org/wiki/Giampietrino?oldid=1112686578&ns=0
"Goce Smilevski (born 1975) is a Macedonian writer. He was born in Skopje. He studied at the Sts Kiril and Metodij University in Skopje, at Charles University in Prague and at the Central European University in Budapest. Two of his novels have been translated into English: Conversation with Spinoza which won the in 2003, and Freud's Sister, which won the EU Prize for Literature in 2010."	http://dbpedia.org/resource/Template:Authority_control	Goce Smilevski	https://dbpedia.org/page/Goce_Smilevski	http://en.wikipedia.org/wiki/Goce_Smilevski?oldid=1015041177&ns=0
"Matthias Lexer (18 October 1830 – 16 April 1892), later Matthias von Lexer (from 1885), was a German lexicographer, author of the principal dictionary of the Middle High German language, Mittelhochdeutsches Handwörterbuch von Matthias Lexer, completed in 1878 in three volumes. This dictionary was founded upon the base of the Mittelhochdeutsches Wörterbuch by Benecke, Müller and Zarncke, completed in 1866 in three volumes."	http://woerterbuchnetz.de/Lexer	Matthias Lexer	https://dbpedia.org/page/Matthias_Lexer	http://en.wikipedia.org/wiki/Matthias_Lexer?oldid=1042764825&ns=0
"In mathematics, the Euclidean algorithm, or Euclid's algorithm, is an efficient method for computing the greatest common divisor (GCD) of two integers (numbers), the largest number that divides them both without a remainder. It is named after the ancient Greek mathematician Euclid, who first described it in his Elements (c. 300 BC).It is an example of an algorithm, a step-by-step procedure for performing a calculation according to well-defined rules,and is one of the oldest algorithms in common use. It can be used to reduce fractions to their simplest form, and is a part of many other number-theoretic and cryptographic calculations."	http://commons.wikimedia.org/wiki/Special:FilePath/Euclid's_algorithm_Book_VII_Proposition_2_3.png?width=300	Euclidean algorithm	https://dbpedia.org/page/Euclidean_algorithm	http://en.wikipedia.org/wiki/Euclidean_algorithm?oldid=1118720378&ns=0
"Laatzen is a town in the district of Hanover, in Lower Saxony, Germany. It is situated directly south of Hanover."	http://dbpedia.org/resource/Hanover	Laatzen	https://dbpedia.org/page/Laatzen	http://en.wikipedia.org/wiki/Laatzen?oldid=1055549632&ns=0
"Okinawa City (沖縄市, Okinawa-shi, Japanese: [okinawa]) is the second-largest city in Okinawa Prefecture, Japan, following Naha, the capital city. It is located in the central part of the island of Okinawa, about 20 kilometres (12 mi) north of Naha. As of December 2012, the city has an estimated population of 138,431 and a population density of 2,625.12 persons per km². The total area is 49.00 km²."	http://dbpedia.org/resource/Okinawa_(city)__PoliticalFunction__1	Okinawa (city)	https://dbpedia.org/page/Okinawa_(city)	http://en.wikipedia.org/wiki/Okinawa_(city)?oldid=1122829583&ns=0
Dagmar Lassander (born as Dagmar Regine Hager on 16 June 1943) is a German actress. The character of Lassander Dagmar in the Italian-influenced 2015 horror film We Are Still Here is named after her.	http://dbpedia.org/resource/Prague	Dagmar Lassander	https://dbpedia.org/page/Dagmar_Lassander	http://en.wikipedia.org/wiki/Dagmar_Lassander?oldid=1105140474&ns=0
Thomas Karaoglan (born 20 March 1993 in Duisburg) also known as Der Checker is a German singer from the label Ariola.	http://dbpedia.org/resource/Germany	Thomas Karaoglan	https://dbpedia.org/page/Thomas_Karaoglan	http://en.wikipedia.org/wiki/Thomas_Karaoglan?oldid=1068207230&ns=0
"Thomas de Leu or Leeuw or Le Leup or Deleu (1560–1612) was a French engraver, publisher, and print dealer of Flemish origin."	http://commons.wikimedia.org/wiki/Special:FilePath/De-Leu-Thomas-1599-Antoine-Caron.jpg?width=300	Thomas de Leu	https://dbpedia.org/page/Thomas_de_Leu	http://en.wikipedia.org/wiki/Thomas_de_Leu?oldid=1045503907&ns=0
"Kegel exercise, also known as pelvic-floor exercise, involves repeatedly contracting and relaxing the muscles that form part of the pelvic floor, now sometimes colloquially referred to as the ""Kegel muscles"". The exercise can be performed many times a day, for several minutes at a time but takes one to three months to begin to have an effect. The American gynecologist Arnold Kegel first published a description of such exercises in 1948."	http://commons.wikimedia.org/wiki/Special:FilePath/Kegel_exercises_diagram.png?width=300	Kegel exercise	https://dbpedia.org/page/Kegel_exercise	http://en.wikipedia.org/wiki/Kegel_exercise?oldid=1120844381&ns=0
"Brebel (Danish: Bredbøl) is a village and a former municipality in the district of Schleswig-Flensburg, in Schleswig-Holstein, Germany. Since March 2018, it is part of the municipality Süderbrarup."	http://dbpedia.org/resource/Schleswig-Flensburg	Brebel	https://dbpedia.org/page/Brebel	http://en.wikipedia.org/wiki/Brebel?oldid=1100983929&ns=0
"(Moritz Wilhelm) Hugo Ribbert (1 March 1855 in Hohenlimburg – 6 November 1920 in Bonn) was a German professor of pathology. Ribbert studied at Bonn, Berlin and Strassburg. In 1883 he was appointed Professor extraordinarius at Bonn. In 1892 he became professor at Zurich. In 1900 he moved to Marburg University; in 1903 he moved to Göttingen University; and in 1905 he returned to Bonn. An 1881 conference report of Ribbert is considered to be the first description of cells infected with the cytomegalovirus. In 1905 Ribbert proposed an embryonal origin for cancer (Cohnheim-Ribbert theory of cancer)."	http://dbpedia.org/resource/Template:Authority_control	Hugo Ribbert	https://dbpedia.org/page/Hugo_Ribbert	http://en.wikipedia.org/wiki/Hugo_Ribbert?oldid=1122700169&ns=0
"Donald Ibrahim Swann (30 September 1923 – 23 March 1994) was a British composer, musician, singer and entertainer. He was one half of Flanders and Swann, writing and performing comic songs with Michael Flanders."	https://web.archive.org/web/20070625182214/http:/www.nyanko.pwp.blueyonder.co.uk/fas/	Donald Swann	https://dbpedia.org/page/Donald_Swann	http://en.wikipedia.org/wiki/Donald_Swann?oldid=1113758814&ns=0
"Colombo is a city of about 247,000 inhabitants in the Southern Brazilian state of Paraná; is the third largest city in Greater Curitiba. It was founded on 5 February 1890. It is located at 25º17'30"" S, 49º13'27"" W, at an elevation of about 1000 metres above sea level, some 18 km from state capital Curitiba. The city is the largest Italian colony in the state."	http://commons.wikimedia.org/wiki/Special:FilePath/IgrejaColomboParana.jpg?width=300	"Colombo, Paraná"	"https://dbpedia.org/page/Colombo,_Paran%C3%A1"	"http://en.wikipedia.org/wiki/Colombo,_Paraná?oldid=1119187854&ns=0"
"Pritzwalk (German: [ˈpʁɪt͡sˌvalk]) is a town in the district of Prignitz, in Brandenburg, Germany. It is situated 20 km west of Wittstock, and 33 km northeast of Wittenberge. The river Dömnitz flows through Pritzwalk."	http://dbpedia.org/resource/Prignitz	Pritzwalk	https://dbpedia.org/page/Pritzwalk	http://en.wikipedia.org/wiki/Pritzwalk?oldid=1123090659&ns=0
"Marienborn is a village and a former municipality in the Börde district in Saxony-Anhalt, Germany. Since 1 January 2010, it has been part of the municipality of Sommersdorf. It is about 27 km (17 mi) southwest of Haldensleben. The historic pilgrimage centre near the former inner German border is known for the preserved Helmstedt-Marienborn border crossing, now a memorial site."	http://dbpedia.org/resource/Sommersdorf	Marienborn	https://dbpedia.org/page/Marienborn	http://en.wikipedia.org/wiki/Marienborn?oldid=1119258890&ns=0
Dietrich Henschel (born 1967) is a German baritone.	http://www.dietrichhenschel.de/en/	Dietrich Henschel	https://dbpedia.org/page/Dietrich_Henschel	http://en.wikipedia.org/wiki/Dietrich_Henschel?oldid=1016358210&ns=0
"Civitavecchia (pronounced [ˌtʃivitaˈvɛkkja]; meaning ""ancient town"") is a city and comune of the Metropolitan City of Rome in the central Italian region of Lazio. A sea port on the Tyrrhenian Sea, it is located 60 kilometres (37 miles) west-north-west of Rome. The harbour is formed by two piers and a breakwater, on which stands a lighthouse. Civitavecchia had a population of around 53,000 as of 2015."	http://dbpedia.org/resource/Saint_Fermina	Civitavecchia	https://dbpedia.org/page/Civitavecchia	http://en.wikipedia.org/wiki/Civitavecchia?oldid=1111921254&ns=0
"Éric Guirado (born 16 September 1968) is a French film director and writer born in Lyon, Rhône."	https://web.archive.org/web/20071103055050/http:/european-films.net/content/view/898/118/	Éric Guirado	https://dbpedia.org/page/%C3%89ric_Guirado	http://en.wikipedia.org/wiki/Éric_Guirado?oldid=1067748488&ns=0
"Vojin Bakić (Serbian Cyrillic: Војин Бакић; 5 June 1915 – 18 December 1992) was a prominent Yugoslav sculptor. Educated at the Zagreb Academy of Fine Arts and by Ivan Meštrović and Frano Kršinić, Bakić's early works were dominated by a figurative depiction of female nudity with reduced breasts and closed volumes. After 1945, he moved towards the impressionistic treatment of the surface with expressive transitions of light and shadow without superfluous details, which, according to him, represented the expression of the joy of life, flash, and light, something he shared with his contemporaries who wanted to create a better and more humane world in post-World War II Yugoslavia. He was at first influenced by the socialist realism, but later shifted towards modernism in the late 50s, embracing"	http://dbpedia.org/resource/Modernism	Vojin Bakić	https://dbpedia.org/page/Vojin_Baki%C4%87	http://en.wikipedia.org/wiki/Vojin_Bakić?oldid=1035722933&ns=0
"Annabelle McCauley Allan Short (25 July 1930 – 21 July 2020), known professionally as Annie Ross, was a British-American singer and actress, best known as a member of the jazz vocal trio Lambert, Hendricks & Ross."	"http://dbpedia.org/resource/Lambert,_Hendricks_&_Ross"	Annie Ross	https://dbpedia.org/page/Annie_Ross	http://en.wikipedia.org/wiki/Annie_Ross?oldid=1117323297&ns=0
"Spirit was an American rock band founded in 1967 and based in Los Angeles. Their most commercially successful single in the United States was ""I Got a Line on You"". They were also known for their albums, including their self-titled debut album, The Family That Plays Together, Clear, and Twelve Dreams of Dr. Sardonicus."	http://dbpedia.org/resource/Blues	Spirit (band)	https://dbpedia.org/page/Spirit_(band)	http://en.wikipedia.org/wiki/Spirit_(band)?oldid=1124697861&ns=0
"Michael A. Persinger (June 26, 1945 – August 14, 2018) was an American-Canadian professor of psychology at Laurentian University, a position he had held from 1971 until his death in 2018. His most well-known hypotheses include the temporal lobes of the human brain as the central correlate for mystical experiences, subtle changes in geomagnetic activity as mediators of parapsychological phenomena, the tectonic strain within the Earth's crust as the source of luminous phenomena attributed to unidentified aerial objects, and the importance of specific quantifications for energy (10−20 Joules), photon flux density (picoWatt per meter squared), and small shifts in magnetic field intensities (picoTesla to nanoTesla range) for integrating cellular activity as well as human thought with universal"	http://dbpedia.org/resource/Epilepsy	Michael Persinger	https://dbpedia.org/page/Michael_Persinger	http://en.wikipedia.org/wiki/Michael_Persinger?oldid=1110179405&ns=0
Gustav Hugo (23 November 1764 – 15 September 1844) was a German jurist.	http://dbpedia.org/resource/Friedrich_Carl_von_Savigny	Gustav Hugo	https://dbpedia.org/page/Gustav_Hugo	http://en.wikipedia.org/wiki/Gustav_Hugo?oldid=1095116804&ns=0
"Bill Chase (October 20, 1934 – August 9, 1974) was an American trumpeter and leader of the jazz-rock band Chase."	http://dbpedia.org/resource/Chase_(band)	Bill Chase	https://dbpedia.org/page/Bill_Chase	http://en.wikipedia.org/wiki/Bill_Chase?oldid=1108582895&ns=0
"Walter Bradford Cannon (October 19, 1871 – October 1, 1945) was an American physiologist, professor and chairman of the Department of Physiology at Harvard Medical School. He coined the term ""fight or flight response"", and developed the theory of homeostasis. He popularized his theories in his book The Wisdom of the Body, first published in 1932."	http://dbpedia.org/resource/Physiology	Walter Bradford Cannon	https://dbpedia.org/page/Walter_Bradford_Cannon	http://en.wikipedia.org/wiki/Walter_Bradford_Cannon?oldid=1123317499&ns=0
"Glenda May Jackson CBE (born 9 May 1936) is an English actress and politician. She has won the Academy Award for Best Actress twice: for her role as Gudrun Brangwen in the romantic drama Women in Love (1970); and again for her role as Vickie Allessio in the romantic comedy A Touch of Class (1973). She received praise for her performances as Alex Greville in the drama film Sunday Bloody Sunday (1971) and Elizabeth I in the BBC television serial Elizabeth R (1971), winning two Primetime Emmy Awards for the latter. In 2018, she won the Tony Award for Best Actress in a Play for her role in a revival of Edward Albee's Three Tall Women, becoming one of the few performers to achieve the Triple Crown of Acting in the US."	http://dbpedia.org/resource/Birkenhead	Glenda Jackson	https://dbpedia.org/page/Glenda_Jackson	http://en.wikipedia.org/wiki/Glenda_Jackson?oldid=1122052792&ns=0
Burchard of Würzburg (in German Burkard or Burkhard) was an Anglo-Saxon missionary who became the first Bishop of Würzburg (741–751).	http://dbpedia.org/resource/England	Burchard of Würzburg	https://dbpedia.org/page/Burchard_of_W%C3%BCrzburg	http://en.wikipedia.org/wiki/Burchard_of_Würzburg?oldid=1060472935&ns=0
"Catharina Elisabeth Goethe, born Catharina Elisabeth Textor, (19 February 1731 – 13 September 1808) was the mother of German playwright and poet Johann Wolfgang von Goethe and his sister Cornelia Schlosser. She was also known by the nickname Frau Aja and the title Frau Rat."	http://dbpedia.org/resource/Frankfurt	Catharina Elisabeth Goethe	https://dbpedia.org/page/Catharina_Elisabeth_Goethe	http://en.wikipedia.org/wiki/Catharina_Elisabeth_Goethe?oldid=1116627490&ns=0
"Russian (Russian: русский язык, romanized: russkij jazyk, Russian: [ˈruskʲɪj jɪˈzɨk]) is an East Slavic language mainly spoken across Russia. It is the native language of the Russians, and belongs to the Indo-European language family. It is one of four living East Slavic languages, and is also a part of the larger Balto-Slavic languages. Besides Russia itself, Russian is an official language in Belarus, Kazakhstan, and Kyrgyzstan, and is used widely as a lingua franca throughout Ukraine, the Caucasus, Central Asia, and to some extent in the Baltic states. It was the de facto language of the former Soviet Union, and continues to be used in public life with varying proficiency in all of the post-Soviet states."	http://dbpedia.org/resource/Russian_language__Sound__1	Russian language	https://dbpedia.org/page/Russian_language	http://en.wikipedia.org/wiki/Russian_language?oldid=1124787790&ns=0
"The Heinrich Böll Foundation (German: Heinrich-Böll-Stiftung e.V., HBS) is a German, legally independent political foundation. Affiliated with the German Green Party, it was founded in 1997 when three predecessors merged. The foundation was named after German writer Heinrich Böll (1917–1985)."	http://dbpedia.org/resource/Think_tank	Heinrich Böll Foundation	https://dbpedia.org/page/Heinrich_B%C3%B6ll_Foundation	http://en.wikipedia.org/wiki/Heinrich_Böll_Foundation?oldid=1108509191&ns=0
"Corrado Farina (18 March 1939 – 11 July 2016) was an Italian film director, screenwriter, and novelist. He directed two feature films in the 1970s, many documentaries and commercials, and he published nine novels and an autobiography."	http://dbpedia.org/resource/Rome	Corrado Farina	https://dbpedia.org/page/Corrado_Farina	http://en.wikipedia.org/wiki/Corrado_Farina?oldid=1084511735&ns=0
"The Ballons des Vosges Regional Nature Park (French: Parc naturel régional des Ballons des Vosges) is a protected area of woodland, pasture, wetland, farmland and historical sites in the regions of Grand Est and Bourgogne-Franche-Comté in northeastern France. The area was officially designated as a regional natural park in 1989.187 communes belonging to the departments of Haut-Rhin, Vosges, Haute-Saône and Territoire de Belfort are members of the park, which hosts 238,000 inhabitants. It is one of the largest and most populated French regional parks. A wide range of habitats available in the park benefit a variety of wildlife such as boreal owl, lynx, peregrine falcon, western capercaillie, Dianthus superbus, cranberry and Drosera."	http://commons.wikimedia.org/wiki/Special:FilePath/PlaineGB.jpg?width=300	Ballons des Vosges Nature Park	https://dbpedia.org/page/Ballons_des_Vosges_Nature_Park	http://en.wikipedia.org/wiki/Ballons_des_Vosges_Nature_Park?oldid=987474502&ns=0
"Bravehearts are an East Coast hip hop group from New York, New York. The group's roster originally included Jungle (born Jabari Jones, son of jazz trumpeter Olu Dara, and younger brother of hip hop star Nas), Wiz (born Mike Epps), and Horse (born E. Gray). Horse left the group in 2002, and Jungle and Wiz carried on as a duo. Wiz was in turn replaced by Nashawn, Nas's cousin."	http://dbpedia.org/resource/L.E.S._(record_producer)	Bravehearts	https://dbpedia.org/page/Bravehearts	http://en.wikipedia.org/wiki/Bravehearts?oldid=1115139280&ns=0
"Dorothea Cross Leighton (September 2, 1908 – August 15, 1989) was an American social psychiatrist and a founder of the field of medical anthropology. Leighton held faculty positions at Cornell University and the University of North Carolina and she was the founding president of the Society for Medical Anthropology. She and her husband, Alexander Leighton, wrote The Navajo Door, which has been described as the first written work in applied medical anthropology."	http://dbpedia.org/resource/Template:Authority_control	Dorothea Leighton	https://dbpedia.org/page/Dorothea_Leighton	http://en.wikipedia.org/wiki/Dorothea_Leighton?oldid=1122357902&ns=0
Moyenvic (French pronunciation: ​[mwajɛ̃vik]; German: Medewich) is a commune in the Moselle department in Grand Est in north-eastern France.	http://dbpedia.org/resource/France	Moyenvic	https://dbpedia.org/page/Moyenvic	http://en.wikipedia.org/wiki/Moyenvic?oldid=1124784335&ns=0
"Mary Heilmann is an American painter based in New York City and Bridgehampton, NY. She has had solo shows and travelling exhibitions at galleries such as 303 Gallery (NY, NY) and Hauser & Wirth (Zurich) and museums including the Wexner Center for the Arts (Columbus, OH) and the New Museum (NY, NY). Heilmann has been cited by many younger artists, particularly women, as an influential figure."	http://dbpedia.org/resource/California	Mary Heilmann	https://dbpedia.org/page/Mary_Heilmann	http://en.wikipedia.org/wiki/Mary_Heilmann?oldid=1114733754&ns=0
"George Frederick Samuel Robinson, 1st Marquess of Ripon, KG, GCSI, CIE, VD, PC (24 October 1827 – 9 July 1909), styled Viscount Goderich from 1833 to 1859 and known as the Earl of Ripon in 1859 and as the Earl de Grey and Ripon from 1859 to 1871, was a British politician and Viceroy and Governor General of India who served in every Liberal cabinet between 1861 and 1908."	http://dbpedia.org/resource/Liberal_Party_(UK)	"George Robinson, 1st Marquess of Ripon"	"https://dbpedia.org/page/George_Robinson,_1st_Marquess_of_Ripon"	"http://en.wikipedia.org/wiki/George_Robinson,_1st_Marquess_of_Ripon?oldid=1090454950&ns=0"
"John Macky (died 1726) was a Scottish spy. He was the first person to inform the British authorities of James II's intended invasion of England in 1692 after the former king had fled from France to England. In October 1693 he was made inspector of the coast from Harwich to Dover, tasked with intercepting hostile intelligence."	http://dbpedia.org/resource/Scotland	John Macky	https://dbpedia.org/page/John_Macky	http://en.wikipedia.org/wiki/John_Macky?oldid=1083167597&ns=0
"The National Polytechnic Institute of Mexico (Spanish: Instituto Politécnico Nacional de México; Spanish pronunciation: [instiˈtuto poliˈtekniko nasjoˈnal]), abbreviated IPN, is one of the largest public universities in Mexico with 171,581 students at the high school, undergraduate and postgraduate levels. It is the second-best university in Mexico in the technical and engineering domain according to the QS World University Rankings by Subject 2018. It was founded on 1 January 1936 during the administration of President Lázaro Cárdenas del Río."	http://dbpedia.org/resource/Mexico_City	Instituto Politécnico Nacional	https://dbpedia.org/page/Instituto_Polit%C3%A9cnico_Nacional	http://en.wikipedia.org/wiki/Instituto_Politécnico_Nacional?oldid=1108929976&ns=0
"Guido Chiesa (born 1959) is an Italian film director and screenwriter. Born in Turin, Chiesa graduated in philosophy and letters with a thesis in cinema, then he moved in New York City where he was the correspondent of several music magazines, but also the assistant of film directors such as Michael Cimino, Amos Poe and Jim Jarmusch, among others. Returned in Italy, he made his directorial debut in 1991 with the drama film Il caso Martello. In 2000 he entered the competition at the 57th Venice International Film Festival with the war drama Johnny the Partisan. He competed again at the Venice International Film Festival in 2004, with the drama film Lavorare con lentezza."	http://dbpedia.org/resource/Template:Authority_control	Guido Chiesa	https://dbpedia.org/page/Guido_Chiesa	http://en.wikipedia.org/wiki/Guido_Chiesa?oldid=1091600700&ns=0
"Johann Franz Buddeus or Budde (sometimes Johannes Franciscus Buddeus; 25 June 1667, Anklam – 19 November 1729, Gotha) was a German Lutheran theologian and philosopher."	http://commons.wikimedia.org/wiki/Special:FilePath/Johann-Franz-Buddeus.jpg?width=300	Johann Franz Buddeus	https://dbpedia.org/page/Johann_Franz_Buddeus	http://en.wikipedia.org/wiki/Johann_Franz_Buddeus?oldid=1048352443&ns=0
"Charles Edward ""Cow Cow"" Davenport (April 23, 1894 – December 3, 1955) was an American boogie-woogie and piano blues player as well as a vaudeville entertainer. He also played the organ and sang. Davenport, who also made recordings under the pseudonyms of Bat The Humming Bird, George Hamilton and The Georgia Grinder, is a member of the Alabama Music Hall of Fame."	http://dbpedia.org/resource/Dora_Carr	Cow Cow Davenport	https://dbpedia.org/page/Cow_Cow_Davenport	http://en.wikipedia.org/wiki/Cow_Cow_Davenport?oldid=1029110266&ns=0
"The Young Communist League of Germany (Kommunistischer Jugendverband Deutschlands, abbreviated KJVD) was a political youth organization in Germany."	http://commons.wikimedia.org/wiki/Special:FilePath/KJVD.jpg?width=300	Young Communist League of Germany	https://dbpedia.org/page/Young_Communist_League_of_Germany	http://en.wikipedia.org/wiki/Young_Communist_League_of_Germany?oldid=1124221070&ns=0
"Ralph Philip Thomas MC (10 August 1915 – 17 March 2001) was an English film director. He is perhaps best remembered for directing the Doctor series of films. His brother, Gerald Thomas, was also a film director, probably best remembered for the Carry On... film series, and his son is the Academy Award-winning film producer, Jeremy Thomas. He cast the actor James Robertson Justice in many of his films. Thomas often worked with the producer Betty E. Box, who was married to Carry On producer Peter Rogers. Thomas was a nephew of producer Victor Saville."	http://dbpedia.org/resource/Ralph_Thomas__PersonFunction__1	Ralph Thomas	https://dbpedia.org/page/Ralph_Thomas	http://en.wikipedia.org/wiki/Ralph_Thomas?oldid=1069244801&ns=0
"Calin Alupi (1906–1980) was a Romanian Post-Impressionist painter, cited along with Corneliu Baba or Alexandru Ciucurencu as one of the greatest painters of the period amongst his countrymen. The Sinceritate Exhibition: from March 10–27, 2010, the City Hall of the fghd district of Paris (Mairie du Vème arrondissement) hosts the first large exhibition of Călin Alupi in France, with about 100 paintings presented."	http://commons.wikimedia.org/wiki/Special:FilePath/Cǎlin_Alupi_Self-portrait.jpg?width=300	Călin Alupi	https://dbpedia.org/page/C%C4%83lin_Alupi	http://en.wikipedia.org/wiki/Călin_Alupi?oldid=1089085758&ns=0
"William Charles Wentworth (August 1790 – 20 March 1872) was an Australian pastoralist, explorer, newspaper editor, lawyer, politician and author, who became one of the wealthiest and most powerful figures of early colonial New South Wales."	"http://dbpedia.org/resource/Peterhouse,_Cambridge"	William Wentworth	https://dbpedia.org/page/William_Wentworth	http://en.wikipedia.org/wiki/William_Wentworth?oldid=1123511152&ns=0
"Ales Viktaravich Bialiatski (Belarusian: Алесь Віктаравіч Бяляцкі, romanized: Alieś Viktaravič Bialiacki; born 25 September 1962) is a Belarusian pro-democracy activist and prisoner of conscience known for his work with the Viasna Human Rights Centre. An activist for Belarusian independence and democracy since the early 1980s, Bialiatski is a founding member of Viasna and the Belarusian Popular Front, serving as leader of the latter from 1996 to 1999. He is also a member of the Coordination Council of the Belarusian opposition. He has been called ""a pillar of the human rights movement in Eastern Europe"" by The New York Times, and recognised as a prominent pro-democracy activist in Belarus."	http://dbpedia.org/resource/Viasna_Human_Rights_Centre	Ales Bialiatski	https://dbpedia.org/page/Ales_Bialiatski	http://en.wikipedia.org/wiki/Ales_Bialiatski?oldid=1124701662&ns=0
"Elsa Brändström (26 March 1888 – 4 March 1948) was a Swedish nurse and philanthropist. She was known as the ""Angel of Siberia"" (German: Engel von Sibirien)."	http://dbpedia.org/resource/Cambridge	Elsa Brändström	https://dbpedia.org/page/Elsa_Br%C3%A4ndstr%C3%B6m	http://en.wikipedia.org/wiki/Elsa_Brändström?oldid=1119715767&ns=0
"Jean-Baptiste de Santeul (or Santeuil, Santeüil; 12 May 1630 - 5 August 1697) was a French poet who wrote in Latin."	http://dbpedia.org/resource/Dijon	Jean-Baptiste de Santeul	https://dbpedia.org/page/Jean-Baptiste_de_Santeul	http://en.wikipedia.org/wiki/Jean-Baptiste_de_Santeul?oldid=1120796715&ns=0
"Bakałarzewo [bakawaˈʐɛvɔ] is a village in Suwałki County, Podlaskie Voivodeship, in north-eastern Poland. It is the seat of the gmina (administrative district) called Gmina Bakałarzewo. It lies approximately 19 kilometres (12 mi) west of Suwałki and 114 km (71 mi) north of the regional capital Białystok. The village has a population of 820."	http://dbpedia.org/resource/Poland	Bakałarzewo	https://dbpedia.org/page/Baka%C5%82arzewo	http://en.wikipedia.org/wiki/Bakałarzewo?oldid=1116388161&ns=0
"Portland (/ˈpɔːrtlənd/, PORT-lənd) is a port city in the Pacific Northwest and the largest city in the U.S. state of Oregon. Situated at the confluence of the Willamette and Columbia rivers, Portland is the county seat of Multnomah County, the most populous county in Oregon. As of 2020, Portland had a population of 652,503, making it the 26th-most populated city in the United States, the sixth-most populous on the West Coast, and the second-most populous in the Pacific Northwest, after Seattle. Approximately 2.5 million people live in the Portland metropolitan statistical area (MSA), making it the 25th most populous in the United States. About half of Oregon's population resides within the Portland metropolitan area."	http://commons.wikimedia.org/wiki/Special:FilePath/Portland_and_Mt._Hood_from_Pittock_Mansion.jpg?width=300	"Portland, Oregon"	"https://dbpedia.org/page/Portland,_Oregon"	"http://en.wikipedia.org/wiki/Portland,_Oregon?oldid=1124847530&ns=0"
"Abraham von Franckenberg (24 June 1593 – 25 June 1652) was a German mystic, author, poet and hymn-writer."	http://emlo.bodleian.ox.ac.uk/blog/%3Fcatalogue=abraham-von-franckenberg	Abraham von Franckenberg	https://dbpedia.org/page/Abraham_von_Franckenberg	http://en.wikipedia.org/wiki/Abraham_von_Franckenberg?oldid=1094321263&ns=0
"Jurij Dalmatin (c. 1547 – 31 August 1589) was a Slovene Lutheran minister, reformer, writer and translator. He translated the complete Bible into Slovene."	http://commons.wikimedia.org/wiki/Special:FilePath/Dalmatinova_biblija_barva.jpg?width=300	Jurij Dalmatin	https://dbpedia.org/page/Jurij_Dalmatin	http://en.wikipedia.org/wiki/Jurij_Dalmatin?oldid=1070467513&ns=0
"Franz Borkenau (December 15, 1900 – May 22, 1957) was an Austrian writer. Borkenau was born in Vienna, Austria, the son of a civil servant. As a university student in Leipzig, his main interests were Marxism and psychoanalysis. Borkenau is known as one of the pioneers of the totalitarianism theory."	http://dbpedia.org/resource/Zurich	Franz Borkenau	https://dbpedia.org/page/Franz_Borkenau	http://en.wikipedia.org/wiki/Franz_Borkenau?oldid=1104744475&ns=0
"Jane Barker (1652–1732) was a popular English fiction writer, poet, and a staunch Jacobite. She went into self-imposed exile when James II fled England during the Glorious Revolution in 1688. Her novels, The Amours of Bosvil and Galesia, also published as Love Intrigues (1713), Exilius or The Banish'd Roman (1715), A Patchwork Screen for the Ladies (1723), and The Lining of the Patchwork Screen for the Ladies (1726) were written after she returned to London in 1704. Prior to and during her exile, she wrote a collection of poems justifying the value of feminine education and female single life, ""Poetical Recreations"" (1688), and a group of political poems, ""A Collection of Poems Referring to the Times"" (1701), which conveyed her anxiety about the political future of England."	http://commons.wikimedia.org/wiki/Special:FilePath/The_Entertaining_Novels_of_Mrs._Jane_Barker_(title_page).png?width=300	Jane Barker	https://dbpedia.org/page/Jane_Barker	http://en.wikipedia.org/wiki/Jane_Barker?oldid=1105126214&ns=0
"Alberto Hurtado (American Spanish: [alˈβeɾto uɾˈtaðo]; born Luis Alberto Hurtado Cruchaga on January 22, 1901 in Viña del Mar, Chile – August 18, 1952 in Santiago, Chile), popularly known in Chile as Padre Hurtado (Spanish for ""Father Hurtado""), was a Chilean Jesuit priest, lawyer, social worker, and writer, of Basque ancestry. He founded the Hogar de Cristo foundation in 1944. He was canonized on October 23, 2005, by Pope Benedict XVI, becoming his country's second saint."	http://dbpedia.org/resource/Pope_John_Paul_II	Alberto Hurtado	https://dbpedia.org/page/Alberto_Hurtado	http://en.wikipedia.org/wiki/Alberto_Hurtado?oldid=1105116410&ns=0
