lead_text	photo_url	title	url	wikipedia_link
"Treadway Russell Nash (24 June 1724 – 26 January 1811) was an English clergyman, now known as an early historian of Worcestershire and the author of Collections for the History of Worcestershire, an important source document for Worcestershire county histories. He was a fellow of the Society of Antiquaries of London."	"http://dbpedia.org/resource/Bevere,_Worcestershire"	Treadway Russell Nash	https://dbpedia.org/page/Treadway_Russell_Nash	http://en.wikipedia.org/wiki/Treadway_Russell_Nash?oldid=1104480920&ns=0
"Ángel Luis Arambilet Álvarez (born September 16, 1957), generally known professionally as simply Arambilet, is a novelist, poet, screenwriter, painter, graphic artist and filmmaker of Spanish-Dominican descent."	http://dbpedia.org/resource/Santo_Domingo	Arambilet	https://dbpedia.org/page/Arambilet	http://en.wikipedia.org/wiki/Arambilet?oldid=1115069617&ns=0
"Esther Liebmann (née Schulhoff; 1649 – 15 April 1714) was a German financier. In Berlin, she served as Court Jew to King Friedrich I of Prussia, inheriting the title and also the Münzregal from her second husband, Jost Liebmann. She served as court jeweler, assisting the king in obtaining a large collection of gems and jewelry. When her husband was living, the couple worked together and were some of the most well-to-do Jews in Berlin. After Liebmann's husband's death in 1701, she carried on their business and became responsible for minting official coinage for the crown. In her lifetime, she was known as the most powerful woman in the country."	http://dbpedia.org/resource/Template:Authority_control	Esther Liebmann	https://dbpedia.org/page/Esther_Liebmann	http://en.wikipedia.org/wiki/Esther_Liebmann?oldid=1106844619&ns=0
"Stan Persky (born 19 January 1941) is a Canadian writer, media commentator and philosophy instructor."	http://dbpedia.org/resource/Philosophy	Stan Persky	https://dbpedia.org/page/Stan_Persky	http://en.wikipedia.org/wiki/Stan_Persky?oldid=1062066548&ns=0
Walter Gordon (13 August 1893 – 24 December 1939) was a German theoretical physicist.	http://dbpedia.org/resource/Humboldt_University_of_Berlin	Walter Gordon (physicist)	https://dbpedia.org/page/Walter_Gordon_(physicist)	http://en.wikipedia.org/wiki/Walter_Gordon_(physicist)?oldid=1092371376&ns=0
"Roland Suso Richter (born January 7, 1961 in Marburg) is a German film director and producer."	http://commons.wikimedia.org/wiki/Special:FilePath/Richter_Suso_Roland.jpg?width=300	Roland Suso Richter	https://dbpedia.org/page/Roland_Suso_Richter	http://en.wikipedia.org/wiki/Roland_Suso_Richter?oldid=1111561267&ns=0
"Josep Caixal i Estradé (1803–1879) was Bishop of Urgell from 1853 until his death in Rome in 1879 and co-prince of Andorra during the period. He studied at Tarragona, where he taught the Holy Scriptures, and obtained a canonry (1831). He was professor of philosophy at the University of Cervera. During the First Carlist War, he was exiled to Montauban-de-Luchon."	http://dbpedia.org/resource/La_Seu_d'Urgell	Josep Caixal i Estradé	https://dbpedia.org/page/Josep_Caixal_i_Estrad%C3%A9	http://en.wikipedia.org/wiki/Josep_Caixal_i_Estradé?oldid=1071502746&ns=0
"Saint Juliana of Nicomedia is said to have suffered Christian martyrdom during the Diocletianic persecution in 304. She was popular in the Middle Ages, especially in the Netherlands, as the patron saint of sickness."	http://dbpedia.org/resource/Cumae	Juliana of Nicomedia	https://dbpedia.org/page/Juliana_of_Nicomedia	http://en.wikipedia.org/wiki/Juliana_of_Nicomedia?oldid=1112710223&ns=0
"Ian Stephen Markham (born 1962) is an Episcopal priest and the Dean and President of Virginia Theological Seminary (VTS) since August 2007. Previously, he served at Hartford Seminary in Connecticut as Dean and Professor of Theology and Ethics."	https://www.vts.edu/podium/default.aspx%3Ft=105778	Ian Markham	https://dbpedia.org/page/Ian_Markham	http://en.wikipedia.org/wiki/Ian_Markham?oldid=1009909617&ns=0
"French musician Valentin Clastrier (born 1947) is one of the few performers in the world specializing in contemporary music for the hurdy-gurdy; before Clastrier, the instrument was used primarily in the performance of European Medieval and folk musics. He began his career as a guitarist, and was introduced to the hurdy-gurdy in 1970. His instrument has 27 strings rather than the conventional six.Since 2006 Clastrier works together with Wolfgang Weichselbaumer [1]on a new prototype."	http://www.valentinclastrier.com/	Valentin Clastrier	https://dbpedia.org/page/Valentin_Clastrier	http://en.wikipedia.org/wiki/Valentin_Clastrier?oldid=1000153068&ns=0
Marie-Félicité Brosset (24 January 1802 – 3 September 1880) was a French orientalist who specialized in Georgian and Armenian studies. He worked mostly in Russia.	http://www.nato.int/acad/fellow/94-96/elguja/02.htm	Marie-Félicité Brosset	https://dbpedia.org/page/Marie-F%C3%A9licit%C3%A9_Brosset	http://en.wikipedia.org/wiki/Marie-Félicité_Brosset?oldid=1096769648&ns=0
"Donja Stubica (Croatian pronunciation: [dôːɲaː stûbit͡sa]) is a town in Croatia, about 40 kilometres (25 miles) northeast of Zagreb on the northern slope of Medvednica. It is connected by the state road D307 and L202 railway. The total population is 5,680, with 2,200 people in Donja Stubica itself (census 2011), with a total area of 44.6 km2. It is one of the southern-most towns in the Krapina-Zagorje County, which covers the Hrvatsko Zagorje mountain region north of Zagreb up to the border with Slovenia."	http://dbpedia.org/resource/Croatia	Donja Stubica	https://dbpedia.org/page/Donja_Stubica	http://en.wikipedia.org/wiki/Donja_Stubica?oldid=1093509774&ns=0
"Hohnhorst is a municipality in the district of Schaumburg, in Lower Saxony, Germany."	http://dbpedia.org/resource/Schaumburg	Hohnhorst	https://dbpedia.org/page/Hohnhorst	http://en.wikipedia.org/wiki/Hohnhorst?oldid=1044501514&ns=0
David Linx (born 22 March 1965) is a Belgian jazz singer and songwriter.	http://dbpedia.org/resource/Jazz	David Linx	https://dbpedia.org/page/David_Linx	http://en.wikipedia.org/wiki/David_Linx?oldid=1030356431&ns=0
"Harry Hammond Hess (May 24, 1906 – August 25, 1969) was an American geologist and a United States Navy officer in World War II who is considered one of the ""founding fathers"" of the unifying theory of plate tectonics. He is best known for his theories on sea floor spreading, specifically work on relationships between island arcs, seafloor gravity anomalies, and serpentinized peridotite, suggesting that the convection of the Earth's mantle was the driving force behind this process."	http://dbpedia.org/resource/Geology	Harry Hammond Hess	https://dbpedia.org/page/Harry_Hammond_Hess	http://en.wikipedia.org/wiki/Harry_Hammond_Hess?oldid=1124783042&ns=0
"Musaeus Grammaticus (Greek: Μουσαῖος Mousaios) probably belongs to the beginning of the 6th century AD, as his style and metre are evidently modeled on those of Nonnus. He lived before Agathias (530–582) and has been identified with the friend of Procopius whose poem (340 hexameter lines) on the story of Hero and Leander is considered the most beautiful of the age (editions by Franz Passow, 1810; , 1825; Karl Dilthey, 1874; Hans Färber, Hero und Leander: Musaios und die weiteren antiken Zeugnisse, Greek and Latin texts with German translation, Munich: Heimeran, 1961). The little love-poem Alpheus and Arethusa (Anthol. pal. ix. 362) is also ascribed to Musaeus."	http://remacle.org/bloodwolf/textes/hero.htm	Musaeus Grammaticus	https://dbpedia.org/page/Musaeus_Grammaticus	http://en.wikipedia.org/wiki/Musaeus_Grammaticus?oldid=1066569363&ns=0
"David Warshofsky (born David A. Warner; February 23, 1961) is an American film, television and stage actor."	http://dbpedia.org/resource/David_Warshofsky__PersonFunction__1	David Warshofsky	https://dbpedia.org/page/David_Warshofsky	http://en.wikipedia.org/wiki/David_Warshofsky?oldid=1114212070&ns=0
"Gerard John Benson (9 April 1931 – 28 April 2014) was an English Quaker poet, teacher, and author. His mother separated from his father Arthur Benson, and he was raised by a family of Christian fundamentalists for the first ten years of his life, thinking they were his parents. Then his mother Eileen married the Romanian-born émigré composer Francis Chagrin and he went to live with them. Benson died on 28 April 2014, aged 83. Shortly before his death, the 83-year-old had recently returned from the BBC in London where he had made recordings of his poetry for the Poetry Archive."	http://dbpedia.org/resource/London	Gerard Benson	https://dbpedia.org/page/Gerard_Benson	http://en.wikipedia.org/wiki/Gerard_Benson?oldid=1083166289&ns=0
Ezra Stoller (16 May 1915 – 29 October 2004) was an American architectural photographer.	http://dbpedia.org/resource/Ezra_Stoller__PersonFunction__1	Ezra Stoller	https://dbpedia.org/page/Ezra_Stoller	http://en.wikipedia.org/wiki/Ezra_Stoller?oldid=1075895959&ns=0
Alois Adolf Riehl (German: [ʀiːl]; 27 April 1844 – 21 November 1924) was an Austrian neo-Kantian philosopher. He was born in Bozen (Bolzano) in the Austrian Empire (now in Italy). He was the brother of .	http://commons.wikimedia.org/wiki/Special:FilePath/Riehl_Alois.jpg?width=300	Alois Riehl	https://dbpedia.org/page/Alois_Riehl	http://en.wikipedia.org/wiki/Alois_Riehl?oldid=1116615139&ns=0
"Albert Ganzenmüller (born 25 February 1905 in Passau – died 20 March 1996 in Munich) was a German Nazi and, as the Under-secretary of State at the Reich Transport Ministry (Reichsverkehrsministerium), was involved in the deportation of German Jews."	http://commons.wikimedia.org/wiki/Special:FilePath/Albert_Ganzenmüller_(Foto_von_Ittenbach)_1942_klein.jpg?width=300	Albert Ganzenmüller	https://dbpedia.org/page/Albert_Ganzenm%C3%BCller	http://en.wikipedia.org/wiki/Albert_Ganzenmüller?oldid=1111007916&ns=0
"Johan Peter Koch (15 January 1870 – 13 January 1928) was a Danish captain and explorer of the Arctic dependencies of Denmark, born at Vestenskov. He was the uncle of the geologist Lauge Koch"	http://dbpedia.org/resource/Chief_of_the_Royal_Danish_Air_Force	Johan Peter Koch	https://dbpedia.org/page/Johan_Peter_Koch	http://en.wikipedia.org/wiki/Johan_Peter_Koch?oldid=1064730101&ns=0
"Guillaume Marie-Anne Brune, 1st Count Brune (French pronunciation: ​[ɡijom maʁi an bʁyn], 13 March 1764 – 2 August 1815) was a French military commander, Marshal of the Empire, and political figure who served during the French Revolutionary Wars and the Napoleonic Wars."	http://dbpedia.org/resource/Legion_of_Honour	Guillaume Brune	https://dbpedia.org/page/Guillaume_Brune	http://en.wikipedia.org/wiki/Guillaume_Brune?oldid=1103213424&ns=0
"Alison Snowden (born 4 April 1958) is an English animator, voice actress, producer, and screenwriter best known for Bob and Margaret alongside her Oscar-winning short Bob's Birthday which was also co-directed by her husband David Fine. Bob's Birthday serves as the pilot for the Alison Snowden and David Fine's animated TV show Bob and Margaret."	http://dbpedia.org/resource/David_Fine_(filmmaker)	Alison Snowden	https://dbpedia.org/page/Alison_Snowden	http://en.wikipedia.org/wiki/Alison_Snowden?oldid=1105481507&ns=0
"Sarah Jimenez Vernis (February 3, 1927 – March 13, 2017) was a Mexican artist known for her political graphic work in the mid 20th century, especially with the Taller de Gráfica Popular, earning her membership in the Salón de la Plástica Mexicana. After her time with the Taller, her career shifted to teaching, and her work became mostly forgotten. However, there have been efforts to revive interest in it."	"http://dbpedia.org/resource/Piedras_Negras,_Coahuila"	Sarah Jiménez	https://dbpedia.org/page/Sarah_Jim%C3%A9nez	http://en.wikipedia.org/wiki/Sarah_Jiménez?oldid=1034709225&ns=0
"In journalism, jet set is a term for an international social group of wealthy people who travel the world to participate in social activities unavailable to ordinary people. The term, which replaced ""café society"", came from the lifestyle of travelling from one stylish or exotic place to another via jet plane. The term ""jet set"" is attributed to Igor Cassini, a reporter for the New York Journal-American, who wrote under the pen name ""Cholly Knickerbocker""."	https://web.archive.org/web/20060302081516/http:/www.centennialofflight.gov/essay/Commercial_Aviation/Opening_of_Jet_era/Tran6.htm	Jet set	https://dbpedia.org/page/Jet_set	http://en.wikipedia.org/wiki/Jet_set?oldid=1110173062&ns=0
"Wilhelm Weigand (13 March 1862, in Gissigheim, Baden-Württemberg – 20 December 1949, in Munich) was a German Neoromanticism and Realism period poet and writer. He was born Wilhelm Schnarrenberger, but on 2 May 1888 he took the maiden name of his grandmother."	http://dbpedia.org/resource/Germany	Wilhelm Weigand	https://dbpedia.org/page/Wilhelm_Weigand	http://en.wikipedia.org/wiki/Wilhelm_Weigand?oldid=1087389744&ns=0
"Thomas Andrew Donnellan (January 24, 1914 – October 15, 1987) was an American prelate of the Catholic Church who served as the ninth bishop of the Diocese of Ogdensberg, New York from 1964 to 1968, and as the second Archbishop of the Archdiocese of Atlanta, Georgia from 1968 until his death in 1987."	http://dbpedia.org/resource/Roman_Catholic_Archdiocese_of_Atlanta	Thomas Andrew Donnellan	https://dbpedia.org/page/Thomas_Andrew_Donnellan	http://en.wikipedia.org/wiki/Thomas_Andrew_Donnellan?oldid=1103587925&ns=0
"Lillian Lorraine (born Ealallean De Jacques; 1892/1894 – April 17, 1955) was an American stage and screen actress of the 1910s and 1920s, best known for her beauty and for being perhaps the most famous Ziegfeld Girl in the Broadway revues Ziegfeld Follies during the 1910s."	http://commons.wikimedia.org/wiki/Special:FilePath/Lillian_Lorraine_03.jpg?width=300	Lillian Lorraine	https://dbpedia.org/page/Lillian_Lorraine	http://en.wikipedia.org/wiki/Lillian_Lorraine?oldid=1084696011&ns=0
"Winton Basil Dean (18 March 1916 – 19 December 2013) was an English musicologist of the 20th century, most famous for his research on the life and works—in particular the operas and oratorios—of George Frideric Handel, as detailed in his book Handel's Dramatic Oratorios and Masques (1959). Dean was born in Birkenhead in March 1916, the son of the film and theatre producer Basil Dean. He was educated at Harrow and King's College, Cambridge, where he took part in stagings of Handel oratorios in the 1930s."	https://archive.org/details/bizet0000dean	Winton Dean	https://dbpedia.org/page/Winton_Dean	http://en.wikipedia.org/wiki/Winton_Dean?oldid=1121724612&ns=0
"Class conflict, also referred to as class struggle and class warfare, is the political tension and economic antagonism that exists in society because of socio-economic competition among the social classes or between rich and poor. The social-class conflict can be direct, as in a dispute between labour and management such as an employer's industrial lockout of their employees in effort to weaken the bargaining power of the corresponding trade union; or indirect such as a workers' slowdown of production in protest at perceived unfair labor practices, low wages or poor workplace conditions."	http://commons.wikimedia.org/wiki/Special:FilePath/Pyramid_of_Capitalist_System.png?width=300	Class conflict	https://dbpedia.org/page/Class_conflict	http://en.wikipedia.org/wiki/Class_conflict?oldid=1121666119&ns=0
"Faustino (Fausto) Leali (born 29 October 1944, Nuvolento, Brescia, Italy) is an Italian pop singer."	http://dbpedia.org/resource/Blues	Fausto Leali	https://dbpedia.org/page/Fausto_Leali	http://en.wikipedia.org/wiki/Fausto_Leali?oldid=1098356431&ns=0
	http://dbpedia.org/ontology/Person	http://dbpedia.org/resource/Begoña_López_Bueno	https://dbpedia.org/page/Bego%C3%B1a_L%C3%B3pez_Bueno	
Marina Malfatti (25 April 1933 – 8 June 2016) was an Italian actress.	http://dbpedia.org/resource/Marina_Malfatti__PersonFunction__1	Marina Malfatti	https://dbpedia.org/page/Marina_Malfatti	http://en.wikipedia.org/wiki/Marina_Malfatti?oldid=1002281159&ns=0
"Jacobo Arenas (""nom de guerre"" of Luis Alberto Morantes Jaimes, 23 January 1924 – 10 August 1990) was a Colombian guerrilla leader of the Revolutionary Armed Forces of Colombia (Fuerzas Armadas Revolucionarias de Colombia, FARC)."	http://dbpedia.org/resource/Colombian_armed_conflict	Jacobo Arenas	https://dbpedia.org/page/Jacobo_Arenas	http://en.wikipedia.org/wiki/Jacobo_Arenas?oldid=1102100289&ns=0
Yeşim Ustaoğlu (born 18 November 1960) is a Turkish filmmaker and screenwriter.	http://commons.wikimedia.org/wiki/Special:FilePath/La_cinéaste_turque_Yeşim_Ustaoğlu_(2).jpg?width=300	Yeşim Ustaoğlu	https://dbpedia.org/page/Ye%C5%9Fim_Ustao%C4%9Flu	http://en.wikipedia.org/wiki/Yeşim_Ustaoğlu?oldid=1076369918&ns=0
"Jacob Baden (4 May 1735 – 5 July 1804) was a Danish philologist, pedagogue, and critic. He was a professor of rhetoric and Latin at the University of Copenhagen in 1779. He was the first person to lecture on Danish grammar at the university between 1782 and 1783. He was the editor of the ""University Journal"" from 1793 to 1801. He published a Danish-Latin dictionary, and also wrote an elementary Greek grammar book in 1764. He produced a Danish grammar book in the German language in 1767. His Danish grammar is still well recognized today."	http://commons.wikimedia.org/wiki/Special:FilePath/Jacob_Baden_(1735-1804).jpg?width=300	Jacob Baden	https://dbpedia.org/page/Jacob_Baden	http://en.wikipedia.org/wiki/Jacob_Baden?oldid=1124688145&ns=0
"Dinkar Joshi is a Gujarati language author from India. He has written more than 160 books including novels, short story collections, essay collections and columns."	http://dbpedia.org/resource/Gujarat_University	Dinkar Joshi	https://dbpedia.org/page/Dinkar_Joshi	http://en.wikipedia.org/wiki/Dinkar_Joshi?oldid=1114962678&ns=0
"Monowitz (also known as Monowitz-Buna, Buna and Auschwitz III) was a Nazi concentration camp and labor camp (Arbeitslager) run by Nazi Germany in occupied Poland from 1942–1945, during World War II and the Holocaust. For most of its existence, Monowitz was a subcamp of the Auschwitz concentration camp; from November 1943 it and other Nazi subcamps in the area were jointly known as ""Auschwitz III-subcamps"" (KL Auschwitz III-Aussenlager). In November 1944 the Germans renamed it Monowitz concentration camp, after the village of Monowice (German: Monowitz) where it was built, in the annexed portion of Poland. SS Hauptsturmführer (Captain) Heinrich Schwarz was commandant from November 1943 to January 1945."	http://dbpedia.org/resource/Heinrich_Schwarz	Monowitz concentration camp	https://dbpedia.org/page/Monowitz_concentration_camp	http://en.wikipedia.org/wiki/Monowitz_concentration_camp?oldid=1122915008&ns=0
"Julius Vincenz von Krombholz (19 December 1782 – 1 November 1843) was a physician and mycologist born in Oberpolitz (today Horní Police, Czech Republic), northern Bohemia. He studied medicine at the University of Prague, receiving his doctorate in 1814. In 1828 he was appointed professor of special pathology and therapy. At Prague, he used his influence to help the penniless August Carl Joseph Corda (1809–1849) get admitted to the university. In 1831 he was named rector of the university."	http://commons.wikimedia.org/wiki/Special:FilePath/Julius_Vincenz_von_Krombholz.jpg?width=300	Julius Vincenz von Krombholz	https://dbpedia.org/page/Julius_Vincenz_von_Krombholz	http://en.wikipedia.org/wiki/Julius_Vincenz_von_Krombholz?oldid=1020593949&ns=0
"Massimo Consoli (12 December 1945 – 4 November 2007) was known as ""the father of the Italian gay movement"". Besides being an activist, he was also an anarchist and an historian. In 1998, the State Archive of Italy's Ministry of Culture acquired his extensive archive of Italian gay activist history. He wrote more than 30 books, mostly on gay issues, including works on German authors Karl Heinrich Ulrichs and Kurt Hiller. He was a close friend of American author and activist Vito Russo and Italian activist Mario Mieli. Consoli died on November 4, 2007 of colon cancer."	"http://dbpedia.org/resource/Rome,_Italy"	Massimo Consoli	https://dbpedia.org/page/Massimo_Consoli	http://en.wikipedia.org/wiki/Massimo_Consoli?oldid=1052243548&ns=0
"Notburga (c. 1265 – 13 September 1313), also known as Notburga of Rattenberg or Notburga of Eben, was an Austrian saint and peasant from Tyrol, Numerous vitae have been written about her and painted by her where she is depicted with a scythe, She is venerated by the Catholic Church, having been canonized by Pope Pius IX."	http://dbpedia.org/resource/Austria	Notburga	https://dbpedia.org/page/Notburga	http://en.wikipedia.org/wiki/Notburga?oldid=1076296516&ns=0
"Hell on Earth (German: Niemandsland, lit. 'No Man's Land') is a 1931 German anti-war film directed by Victor Trivas. In France, The film is also known as No Man's Land."	http://dbpedia.org/resource/Weimar_Republic	Hell on Earth (film)	https://dbpedia.org/page/Hell_on_Earth_(film)	http://en.wikipedia.org/wiki/Hell_on_Earth_(film)?oldid=1110988605&ns=0
"Sergey Nikolaevich Starostin (Russian: Сергей Николаевич Старостин; born 1 January 1956 in Moscow) is a Russian folk and jazz composer and performer, famous for his modern interpretations of archaic Russian (as well as Sámi and Tuvan) folk music. In his compositions, he sings, plays folk flutes (kalyuka overtone flute, svirel, pyzhatka), reed instruments (clarinet, zhaleyka, ) and gusli. At different stages of his musical career Starostin also collaborated and recorded together with Mari Boine, Djivan Gasparyan, , , , and others."	http://commons.wikimedia.org/wiki/Special:FilePath/Sergei_Starostin.jpg?width=300	Sergey Nikolaevich Starostin	https://dbpedia.org/page/Sergey_Nikolaevich_Starostin	http://en.wikipedia.org/wiki/Sergey_Nikolaevich_Starostin?oldid=1106107099&ns=0
"Oberleutnant (lit. 'Upper lieutenant') is the highest lieutenant officer rank in the German-speaking the armed forces of Germany (Bundeswehr), the Austrian Armed Forces, and the Swiss Armed Forces."	http://commons.wikimedia.org/wiki/Special:FilePath/HD_H_42_Oberleutnant_Pz.svg?width=300	Oberleutnant	https://dbpedia.org/page/Oberleutnant	http://en.wikipedia.org/wiki/Oberleutnant?oldid=1119445553&ns=0
"Christine D'haen (25 October 1923 – 3 September 2009) was a Flemish author and poet. She was born in Sint-Amandsberg and died at Bruges. D'haen studied Germanic philology at the University of Ghent and continued her studies in Amsterdam and Edinburgh. She settled in Bruges and became a teacher at high school. She made an inventory of the handwritings of Guido Gezelle while working at the Gezelle archive. She wrote a biography of Guido Gezelle and also translated work of Hugo Claus into English. In 1958 her first book of poetry, Gedichten 1946-1958 (Poems 1946-1958), was published."	http://dbpedia.org/resource/Belgium	Christine D'haen	https://dbpedia.org/page/Christine_D'haen	http://en.wikipedia.org/wiki/Christine_D'haen?oldid=1055021015&ns=0
"Richard Alexander Burns (17 January 1971 – 25 November 2005) was an English rally driver who won the 2001 World Rally Championship, having previously finished runner-up in the series in 1999 and 2000. He also helped Mitsubishi to the world manufacturers' title in 1998, and Peugeot in 2002. His co-driver in his whole career was Robert Reid."	http://commons.wikimedia.org/wiki/Special:FilePath/Richard_Burns.jpg?width=300	Richard Burns	https://dbpedia.org/page/Richard_Burns	http://en.wikipedia.org/wiki/Richard_Burns?oldid=1124022901&ns=0
"Don Joaquín Francisco Pacheco y Gutiérrez-Calderón (22 February 1808 – 8 October 1865) also known as El Pontífice (The Pontiff), was a Spanish politician and writer who served as Prime Minister of Spain in 1847 and held other important offices such as Minister of State. He was also the 3rd Attorney General of Spain."	http://dbpedia.org/resource/University_of_Seville	Joaquín Francisco Pacheco	https://dbpedia.org/page/Joaqu%C3%ADn_Francisco_Pacheco	http://en.wikipedia.org/wiki/Joaquín_Francisco_Pacheco?oldid=1117437358&ns=0
"The Ritom funicular (Italian: Funicolare del Ritom) is a funicular railway in the canton of Ticino, Switzerland. It links a lower terminus at Piotta, in the valley of the Ticino River near the southern portal of the Gotthard Tunnel, with an upper terminus at Piora, a 1 kilometre (0.62 mi) walk from Ritom Lake. There is also an intermediate stop at Altanca."	http://commons.wikimedia.org/wiki/Special:FilePath/La_funicolare_del_Ritom.jpg?width=300	Ritom funicular	https://dbpedia.org/page/Ritom_funicular	http://en.wikipedia.org/wiki/Ritom_funicular?oldid=1085861845&ns=0
"Solomon Asher Birnbaum, also Salomo Birnbaum (Yiddish: שלמה בירנבוים Shloyme Birnboym, December 24, 1891 in Vienna – December 28, 1989 in Toronto) was a Yiddish linguist and Hebrew palaeographer."	http://dbpedia.org/resource/Template:Authority_control	Solomon Birnbaum	https://dbpedia.org/page/Solomon_Birnbaum	http://en.wikipedia.org/wiki/Solomon_Birnbaum?oldid=1065242337&ns=0
"Iskandar Khatloni (Tajik: Искандар Хатлонӣ; October 1954 – September 21, 2000) was a journalist from Tajikistan who worked for Radio Free Europe and was murdered in Moscow, Russia while covering the Second Chechen War."	http://www.rferl.org/a/1094832.html	Iskandar Khatloni	https://dbpedia.org/page/Iskandar_Khatloni	http://en.wikipedia.org/wiki/Iskandar_Khatloni?oldid=1119918674&ns=0
"William Henry Fitzhugh Lee (May 31, 1837 – October 15, 1891), known as Rooney Lee (often spelled ""Roony"" among friends and family) or W. H. F. Lee, was the second son of General Robert E. Lee and Mary Anna Custis. He was a planter, a Confederate cavalry General in the American Civil War, and later a Democratic Congressman from Virginia."	http://dbpedia.org/resource/Harvard_University	William Henry Fitzhugh Lee	https://dbpedia.org/page/William_Henry_Fitzhugh_Lee	http://en.wikipedia.org/wiki/William_Henry_Fitzhugh_Lee?oldid=1111529177&ns=0
"John Milton Bright (January 1, 1908 – September 14, 1989) was an American journalist, screenwriter and political activist. Bright was born in Baltimore and worked with Ben Hecht as a newspaper journalist in Chicago. With fellow journalist Kubec Glasmon, Bright co-wrote a series of stories adapted as screenplays. The most notable of these, Beer and Blood, became the 1931 film The Public Enemy starring James Cagney. The two were nominated for a 1931 Academy Award for Best Story. His posthumous 2002 memoir was called Worms in the Winecup."	http://dbpedia.org/resource/Josefina_Fierro_de_Bright	John Bright (screenwriter)	https://dbpedia.org/page/John_Bright_(screenwriter)	http://en.wikipedia.org/wiki/John_Bright_(screenwriter)?oldid=1108499619&ns=0
"Georg Carl Stetter (23 December 1895 – 14 July 1988) was an Austrian-German nuclear physicist. Stetter was Director of the Second Physics Institute of the University of Vienna. He was a principal member of the German nuclear energy project, also known as the Uranium Club. In the latter years of World War II, he was also the Director of the Institute for Neutron Research. After the war, he was dismissed from his university positions, and he then became involved in dust protection research. After his dismissal was overturned, he became Director of the First Physics Institute of the University of Vienna, and he began research on aerosols. In 1962, Stetter became a full Member of the Austrian Academy of Sciences. In that same year, the Academy established their Commission for Clean Air, and S"	http://www.deutsches-museum.de/archiv/archiv-online/geheimdokumente/forschungszentren/wien-heidelberg-strassburg/taetigkeitsbericht-pi-wien/	Georg Stetter	https://dbpedia.org/page/Georg_Stetter	http://en.wikipedia.org/wiki/Georg_Stetter?oldid=1116618077&ns=0
Alexander Tilloch FSA (Scot) (28 February 1759 – 1825) was a Scottish journalist and inventor. He founded the Philosophical Magazine.	http://dbpedia.org/resource/Glasgow_University	Alexander Tilloch	https://dbpedia.org/page/Alexander_Tilloch	http://en.wikipedia.org/wiki/Alexander_Tilloch?oldid=1070473037&ns=0
"Stroncone is a comune (municipality) in the Province of Terni in the Italian region Umbria, located about 70 km southeast of Perugia and about 8 km south of Terni."	http://dbpedia.org/resource/Province_of_Terni	Stroncone	https://dbpedia.org/page/Stroncone	http://en.wikipedia.org/wiki/Stroncone?oldid=1116840199&ns=0
"Ruth C. White (March 15, 1942 — June 8, 2017) was an American children's writer. Her novel Belle Prater's Boy was a Newbery Honor Book in 1997."	http://dbpedia.org/resource/United_States	Ruth White (children's author)	https://dbpedia.org/page/Ruth_White_(children's_author)	http://en.wikipedia.org/wiki/Ruth_White_(children's_author)?oldid=1064936636&ns=0
"Herman Johan ""Hans"" Achterhuis (born September 1, 1942, Hengelo) is Professor Emeritus in Systematic Philosophy at the University of Twente, The Netherlands and one of the country's foremost philosophers. For now his research concerns particularly social and political philosophy and philosophy of technology. His list of publications shows a great scope (in fields of medical care, labour, third-world-philosophy). In 1967, he took his doctoral degree on Albert Camus."	http://commons.wikimedia.org/wiki/Special:FilePath/Achterhuis2017.jpg?width=300	Hans Achterhuis	https://dbpedia.org/page/Hans_Achterhuis	http://en.wikipedia.org/wiki/Hans_Achterhuis?oldid=1106075474&ns=0
"Naval warfare is combat in and on the sea, the ocean, or any other battlespace involving a major body of water such as a large lake or wide river. Mankind has fought battles on the sea for more than 3,000 years. Even in the interior of large landmasses, transportation before the advent of extensive railroads was largely dependent upon rivers, canals, and other navigable waterways."	http://commons.wikimedia.org/wiki/Special:FilePath/Kamp_mellem_den_engelske_fregat_Shannon_og_den_amerikanske_fregat_Chesapeak.jpg?width=300	Naval warfare	https://dbpedia.org/page/Naval_warfare	http://en.wikipedia.org/wiki/Naval_warfare?oldid=1123105793&ns=0
"Marie-Madeleine d'Aubray, Marquise de Brinvilliers (22 July 1630 – 16 July 1676) was a French aristocrat who was accused and convicted of murdering her father and two of her brothers in order to inherit their estates. After her death, there was speculation that she poisoned upwards of 30 sick people in hospitals to test out her poisons, but these rumors were never confirmed. Her alleged crimes were discovered after the death of her lover and co-conspirator, Captain Godin de Sainte-Croix, who saved letters detailing dealings of poisonings between the two. After being arrested, she was tortured, forced to confess, and finally executed. Her trial and death spawned the onset of the Affair of the Poisons, a major scandal during the reign of Louis XIV accusing aristocrats of practicing witchcraf"	http://commons.wikimedia.org/wiki/Special:FilePath/MarieMadeleinedAubray.jpg?width=300	Madame de Brinvilliers	https://dbpedia.org/page/Madame_de_Brinvilliers	http://en.wikipedia.org/wiki/Madame_de_Brinvilliers?oldid=1121446762&ns=0
